;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;7.0;3.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;4.0;9.0;2.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;5.0;7.0;1.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;-2.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;0.0;2.0;1.0;0.0;-1.0;1162.0;581.0
2;0.0;4.0;0.0;0.7142857142857144;0.0;1.0;-1.2857142857142856;567.0;793.7999999999998
3;5.0;1.0;1.0;0.14285714285714285;0.0;0.0;0.14285714285714285;53.0;371.0
4;;;0.0;-1.2857142857142858;0.0;0.0;0.7142857142857142;265.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;-14.0;0.0;1.0;0.0;-3.0;420.0;0.0
2;0.0;4.0;-5.000000000000001;0.0;0.0;1.0;-2.0;301.99999999999994;0.0
3;2.0;2.0;7.0;1.0;0.0;0.0;1.0;371.0;0.0
4;;;9.0;0.0;0.0;0.0;2.0;742.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;7.0;3.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;4.0;9.0;2.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;5.0;7.0;1.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;-2.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;0.0;2.0;1.0;0.0;-1.0;1162.0;581.0
2;0.0;4.0;0.0;0.7142857142857144;0.0;1.0;-1.2857142857142856;567.0;793.7999999999998
3;5.0;1.0;1.0;0.14285714285714285;0.0;0.0;0.14285714285714285;53.0;371.0
4;;;0.0;-1.2857142857142858;0.0;0.0;0.7142857142857142;265.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;-14.0;0.0;1.0;0.0;-3.0;420.0;0.0
2;0.0;4.0;-5.000000000000001;0.0;0.0;1.0;-2.0;301.99999999999994;0.0
3;2.0;2.0;7.0;1.0;0.0;0.0;1.0;371.0;0.0
4;;;9.0;0.0;0.0;0.0;2.0;742.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;7.0;3.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;4.0;9.0;2.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;5.0;7.0;1.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;-2.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;0.0;2.0;1.0;0.0;-1.0;1162.0;581.0
2;0.0;4.0;0.0;0.7142857142857144;0.0;1.0;-1.2857142857142856;567.0;793.7999999999998
3;5.0;1.0;1.0;0.14285714285714285;0.0;0.0;0.14285714285714285;53.0;371.0
4;;;0.0;-1.2857142857142858;0.0;0.0;0.7142857142857142;265.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;-14.0;0.0;1.0;0.0;-3.0;420.0;0.0
2;0.0;4.0;-5.000000000000001;0.0;0.0;1.0;-2.0;301.99999999999994;0.0
3;2.0;2.0;7.0;1.0;0.0;0.0;1.0;371.0;0.0
4;;;9.0;0.0;0.0;0.0;2.0;742.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;7.0;3.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;4.0;9.0;2.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;5.0;7.0;1.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;-2.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;0.0;2.0;1.0;0.0;-1.0;1162.0;581.0
2;0.0;4.0;0.0;0.7142857142857144;0.0;1.0;-1.2857142857142856;567.0;793.7999999999998
3;5.0;1.0;1.0;0.14285714285714285;0.0;0.0;0.14285714285714285;53.0;371.0
4;;;0.0;-1.2857142857142858;0.0;0.0;0.7142857142857142;265.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;-14.0;0.0;1.0;0.0;-3.0;420.0;0.0
2;0.0;4.0;-5.000000000000001;0.0;0.0;1.0;-2.0;301.99999999999994;0.0
3;2.0;2.0;7.0;1.0;0.0;0.0;1.0;371.0;0.0
4;;;9.0;0.0;0.0;0.0;2.0;742.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;7.0;3.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;4.0;9.0;2.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;5.0;7.0;1.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;-2.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;0.0;2.0;1.0;0.0;-1.0;1162.0;581.0
2;0.0;4.0;0.0;0.7142857142857144;0.0;1.0;-1.2857142857142856;567.0;793.7999999999998
3;5.0;1.0;1.0;0.14285714285714285;0.0;0.0;0.14285714285714285;53.0;371.0
4;;;0.0;-1.2857142857142858;0.0;0.0;0.7142857142857142;265.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;-14.0;0.0;1.0;0.0;-3.0;420.0;0.0
2;0.0;4.0;-5.000000000000001;0.0;0.0;1.0;-2.0;301.99999999999994;0.0
3;2.0;2.0;7.0;1.0;0.0;0.0;1.0;371.0;0.0
4;;;9.0;0.0;0.0;0.0;2.0;742.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;7.0;3.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;4.0;9.0;2.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;5.0;7.0;1.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;-2.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;0.0;2.0;1.0;0.0;-1.0;1162.0;581.0
2;0.0;4.0;0.0;0.7142857142857144;0.0;1.0;-1.2857142857142856;567.0;793.7999999999998
3;5.0;1.0;1.0;0.14285714285714285;0.0;0.0;0.14285714285714285;53.0;371.0
4;;;0.0;-1.2857142857142858;0.0;0.0;0.7142857142857142;265.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;-14.0;0.0;1.0;0.0;-3.0;420.0;0.0
2;0.0;4.0;-5.000000000000001;0.0;0.0;1.0;-2.0;301.99999999999994;0.0
3;2.0;2.0;7.0;1.0;0.0;0.0;1.0;371.0;0.0
4;;;9.0;0.0;0.0;0.0;2.0;742.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;7.0;3.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;4.0;9.0;2.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;5.0;7.0;1.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;-2.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;0.0;2.0;1.0;0.0;-1.0;1162.0;581.0
2;0.0;4.0;0.0;0.7142857142857144;0.0;1.0;-1.2857142857142856;567.0;793.7999999999998
3;5.0;1.0;1.0;0.14285714285714285;0.0;0.0;0.14285714285714285;53.0;371.0
4;;;0.0;-1.2857142857142858;0.0;0.0;0.7142857142857142;265.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;b_i;fi_i
0;;;5.0;2.0;0.0;0.0;0.0;;
1;0.0;3.0;-14.0;0.0;1.0;0.0;-3.0;420.0;0.0
2;0.0;4.0;-5.000000000000001;0.0;0.0;1.0;-2.0;301.99999999999994;0.0
3;2.0;2.0;7.0;1.0;0.0;0.0;1.0;371.0;0.0
4;;;9.0;0.0;0.0;0.0;2.0;742.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;b_i;fi_i
0;;;-8.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
1;0.0;3.0;3.0;-2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;-3.0
2;0.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-4.0;-4.0
3;0.0;5.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-10.0;-5.0
4;0.0;6.0;-1.0;-2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-4.0;2.0
5;0.0;7.0;-1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-20.0;-10.0
6;0.0;8.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-10.0;-inf
7;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-7.0;-7.0
8;;;;;;;;;;;;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;b_i;fi_i
0;;;-8.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
1;0.0;3.0;3.0;-2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;-3.0
2;0.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-4.0;-4.0
3;0.0;5.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-10.0;-5.0
4;0.0;6.0;-1.0;-2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-4.0;2.0
5;0.0;7.0;-1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-20.0;-10.0
6;0.0;8.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-10.0;-inf
7;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-7.0;-7.0
8;;;;;;;;;;;;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;b_i;fi_i
0;;;-8.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
1;0.0;3.0;3.0;-2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;-3.0
2;0.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-4.0;-4.0
3;0.0;5.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-10.0;-5.0
4;0.0;6.0;-1.0;-2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-4.0;2.0
5;0.0;7.0;-1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-20.0;-10.0
6;0.0;8.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-10.0;-inf
7;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-7.0;-7.0
8;;;;;;;;;;;;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;b_i;fi_i
0;;;5;0.0;0.0;0.0;;
1;0.0;2.0;7.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;3.0;9.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;4.0;7.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;b_i;fi_i
0;;;5;0.0;0.0;0.0;;
1;0.0;2.0;7.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;3.0;9.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;4.0;7.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;b_i;fi_i
0;;;5;0.0;0.0;0.0;;
1;0.0;2.0;0.0;1.0;0.0;-1.0;1162.0;0.0
2;0.0;3.0;0.0;0.0;1.0;-1.2857142857142856;567.0;0.0
3;5.0;1.0;1.0;0.0;0.0;0.14285714285714285;53.0;0.0
4;;;0.0;0.0;0.0;0.7142857142857142;265.0;
;C_i;Xbase_i;x1;x2;x3;x4;b_i;fi_i
0;;;5;0.0;0.0;0.0;;
1;0.0;2.0;7.0;1.0;0.0;0.0;1533.0;219.0
2;0.0;3.0;9.0;0.0;1.0;0.0;1044.0;116.0
3;0.0;4.0;7.0;0.0;0.0;1.0;371.0;53.0
4;;;-5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;b_i;fi_i
0;;;5;0.0;0.0;0.0;;
1;0.0;2.0;0.0;1.0;0.0;-1.0;1162.0;0.0
2;0.0;3.0;0.0;0.0;1.0;-1.2857142857142856;567.0;0.0
3;5.0;1.0;1.0;0.0;0.0;0.14285714285714285;53.0;0.0
4;;;0.0;0.0;0.0;0.7142857142857142;265.0;
